"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-22","14.54","0.82",,,,"55","51",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-23","12.53","0.17",,,,"66","49",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-24","5.82","0.00",,,,"74","45",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-25","9.84","0.00",,,,"81","55",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-26","12.30","1.04",,,,"79","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-27","6.49","0.04",,,,"65","50",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-28","9.84","0.02",,,,"82","53",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-29","14.32","0.19",,,,"88","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-04-30","13.87","0.26",,,,"75","57",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-01","12.97","0.00",,,,"62","51",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-02","7.61","0.00",,,,"78","50",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-03","9.84","0.01",,,,"74","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-04","16.11","0.62",,,,"57","48",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-05","16.33","0.13",,,,"69","47",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-06","11.41","0.00",,,,"80","49",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-07","3.58","0.00",,,,"76","49",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-08","6.26","0.00",,,,"84","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-09","6.93","0.00",,,,"86","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-10","9.17","0.00",,,,"84","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-11","8.50","2.63",,,,"88","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-12","9.17","0.03",,,,"72","59",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-13","8.50","0.00",,,,"76","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-14","3.13","0.00",,,,"80","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-15","6.71","0.00",,,,"84","61",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-16","10.29","0.00",,,,"87","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-17","13.42","0.07",,,,"86","70",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-18","11.63","0.00",,,,"87","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-19","7.38","0.72",,,,"86","73","    1",,"    1",,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-20","7.16","0.01",,,,"81","68",,,"    1",,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-21","6.93","0.00",,,,"79","58",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-22","5.14","0.00",,,,"74","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-23","4.92","0.02",,,,"78","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-24","9.40","0.09",,,,"73","55",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-25","7.61","0.00",,,,"77","53",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-26","14.32","0.00",,,,"85","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-27","11.18","0.96",,,,"89","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-28","9.40","0.56",,,,"78","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-29","5.14","0.00",,,,"85","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-30","5.37","0.00",,,,"86","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-05-31","5.14","0.00",,,,"87","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-01","3.58","0.06",,,,"86","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-02","6.49","0.00",,,,"88","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-03","6.04","0.03",,,,"87","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-04","6.49","0.01",,,,"80","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-05","6.04","0.02",,,,"81","70",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-06","10.51","0.00",,,,"88","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-07","10.96","0.00",,,,"85","58",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-08","6.93","0.00",,,,"82","59",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-09","4.70","0.00",,,,"85","59",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-10","8.72","0.00",,,,"88","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-11","9.84","0.00",,,,"91","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-12","8.95","0.00",,,,"92","75",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-13","8.50","0.00",,,,"93","75",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-14","8.72","0.01",,,,"93","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-15","7.16","0.02",,,,"93","75",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-16","6.04","0.87",,,,"92","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-17","9.62","0.00",,,,"90","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-18","7.83","0.24",,,,"90","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-19","4.03","0.00",,,,"88","70",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-20","3.80","0.00",,,,"92","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-21","8.05","0.00",,,,"91","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-22","10.51","0.62",,,,"89","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-23","10.29","2.14",,,,"86","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-24","6.71","0.00",,,,"83","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-25","2.91","0.00",,,,"85","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-26","4.92","0.00",,,,"84","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-27","5.37","0.51",,,,"82","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-28","8.95","0.00",,,,"88","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-29","8.72","0.00",,,,"89","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-06-30","8.72","0.14",,,,"85","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-01","5.59","0.00",,,,"87","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-02","5.82","0.02",,,,"88","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-03","6.93","0.19",,,,"81","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-04","4.70","0.02",,,,"87","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-05","5.37","0.00",,,,"84","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-06","6.49","0.01",,,,"87","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-07","4.47","0.00",,,,"90","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-08","4.70","0.00",,,,"89","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-09","4.03","0.00",,,,"90","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-10","6.26","0.00",,,,"91","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-11","5.82","0.00",,,,"92","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-12","7.16","0.00",,,,"93","76",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-13","7.16","0.00",,,,"93","77",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-14","4.70","0.00",,,,"91","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-15","5.14",,,,,"90","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-16","4.03",,,,,"90","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-17","2.68",,,,,"92","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-18","2.01","0.00",,,,"94","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-19","3.58","0.00",,,,"94","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-20","4.47","0.00",,,,"95","76",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-21","4.92","0.00",,,,"96","79",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-22","7.16","0.00",,,,"96","78",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-23","7.16","0.00",,,,"93","75",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-24","3.58",,,,,"90","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-25","4.03","0.00",,,,"94","77",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-26","6.71","0.00",,,,"94","78",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-27","6.49","1.25",,,,"92","76",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-28","5.82","0.00",,,,"91","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-29","9.84","0.00",,,,"83","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-30","6.93","0.00",,,,"84","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-07-31","2.24","0.00",,,,"87","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-01","1.79","0.00",,,,"81","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-02","3.80","0.00",,,,"86","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-03","4.92","0.03",,,,"88","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-04","4.70","0.00",,,,"83","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-05","5.82","0.00",,,,"84","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-06","6.04","0.03",,,,"85","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-07","5.82","0.00",,,,"76","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-08","7.16","0.00",,,,"85","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-09","4.70",,,,,"88","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-10","2.24","0.00",,,,"91","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-11","3.58","0.23",,,,"83","70",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-12","7.38","0.00",,,,"85","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-13","3.58","0.00",,,,"81","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-14","4.25","0.48",,,,"87","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-15","3.58","0.22",,,,"84","70",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-16","7.61","0.00",,,,"88","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-17","8.05","0.00",,,,"87","75",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-18","3.80","0.00",,,,"90","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-19","4.03","0.00",,,,"93","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-20","2.68","0.00",,,,"93","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-21","3.58","0.00",,,,"94","74",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-22","7.38","0.00",,,,"92","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-23","6.93","0.00",,,,"84","59",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-24","5.59","0.00",,,,"84","57",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-25","5.82","0.00",,,,"86","61",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-26","3.80","0.00",,,,"87","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-27","2.91","0.00",,,,"89","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-28","5.14","0.34",,,,"81","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-29","2.24","0.00",,,,"86","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-30","6.71","0.00",,,,"85","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-08-31","11.41","0.37",,,,"76","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-01","8.05","0.05",,,,"80","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-02","3.13","0.00",,,,"81","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-03","5.59","0.00",,,,"86","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-04","8.28","0.00",,,,"88","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-05","8.50","0.00",,,,"77","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-06","6.26","0.00",,,,"77","52",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-07","2.91","0.00",,,,"76","50",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-08","4.25","0.00",,,,"80","55",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-09","5.82","0.00",,,,"81","53",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-10","6.93","0.00",,,,"78","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-11","8.72","0.00",,,,"77","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-12","10.29","0.85",,,,"64","58",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-13","4.70","0.03",,,,"73","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-14","5.14","0.00",,,,"85","63",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-15","4.92","0.00",,,,"86","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-16","4.92","0.00",,,,"89","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-17","1.79","0.26",,,,"90","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-18","4.92","0.29",,,,"90","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-19","5.14","0.00",,,,"90","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-20","7.38","0.00",,,,"91","72",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-21","4.70","0.00",,,,"91","73",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-22","2.68","0.00",,,,"91","69",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-23","3.80","0.00",,,,"91","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-24","4.03","0.00",,,,"91","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-25","3.13","0.00",,,,"89","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-26","1.34","0.00",,,,"90","68",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-27","7.83","0.00",,,,"91","64",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-28","9.84","0.00",,,,"82","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-29","7.83","0.00",,,,"83","50",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-09-30","7.16","0.00",,,,"81","57",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-01","7.16","0.00",,,,"83","52",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-02","9.17","0.00",,,,"78","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-03","8.50","0.00",,,,"87","71",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-04","5.82","0.00",,,,"85","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-05","4.25","0.00",,,,"84","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-06","6.71","0.00",,,,"86","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-07","7.61","0.03",,,,"79","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-08","6.04","0.26",,,,"82","66",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-09","6.26","0.04",,,,"91","67",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-10","7.61","0.03",,,,"88","57",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-11","5.37","0.00",,,,"66","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-12","4.70","0.00",,,,"68","54",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-13","4.92","0.00",,,,"80","51",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-14","8.95","0.00",,,,"88","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-15","10.96","0.00",,,,"76","48",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-16","7.61",,,,,"68","43",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-17","4.03","0.00",,,,"70","40",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-18","7.16","0.00",,,,"74","48",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-19","6.04","0.00",,,,"78","50",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-20","5.82","0.00",,,,"78","49",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-21","10.51","0.00",,,,"83","60",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-22","9.84","0.00",,,,"73","56",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-23","9.17","0.02",,,,"72","53",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-24","10.29","0.00",,,,"65","43",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-25","8.28","0.00",,,,"67","39",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-26","9.62","0.00",,,,"80","44",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-27","9.62","0.39",,,,"64","37",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-28","5.14","0.00",,,,"50","31",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-29","4.70","0.00",,,,"52","30",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-30","7.83","0.00",,,,"66","40",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-10-31","4.70","0.16",,,,"56","34",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-11-01","8.95","0.37",,,,"67","45",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-11-02","12.97","0.00",,,,"81","65",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-11-03","9.40","0.11",,,,"73","59",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-11-04","8.50","0.00",,,,"71","62",,,,,,,,,,,
"USW00053869","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","2017-11-05","14.76","0.30",,,,"76","62",,,,,,,,,,,
