STATE,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Wyoming,2019,12,3.06301,105,15,3428
Puerto Rico,2019,12,9.21955,215,5,2332
Virgin Islands,2019,12,1.24654,9,2,722
New York City,2019,12,2.24634,2714,69,120819
Alabama,2019,13,3.10584,1094,85,35224
Alaska,2019,13,0.882409,46,17,5213
Arizona,2019,13,3.50585,653,46,18626
Arkansas,2019,13,3.50566,158,14,4507
California,2019,13,2.96381,1371,116,46258
Colorado,2019,13,3.69414,1459,72,39495
Connecticut,2019,13,4.0982,207,16,5051
Delaware,2019,13,0.744153,21,10,2822
District of Columbia,2019,13,2.64005,402,6,15227
Florida,2019,13,X,X,X,X
Georgia,2019,13,3.56567,2722,92,76339
Hawaii,2019,13,2.89776,53,18,1829
Idaho,2019,13,2.34516,39,7,1663
Illinois,2019,13,2.53223,1255,103,49561
Indiana,2019,13,2.83659,138,24,4865
Iowa,2019,13,2.0145,100,19,4964
Kansas,2019,13,2.70009,391,33,14481
Kentucky,2019,13,3.59191,357,35,9939
Louisiana,2019,13,4.76415,2524,97,52979
Maine,2019,13,2.58904,394,53,15218
Maryland,2019,13,2.79958,214,24,7644
Massachusetts,2019,13,2.37729,1237,57,52034
Michigan,2019,13,2.68487,639,84,23800
Minnesota,2019,13,2.28605,156,20,6824
Mississippi,2019,13,3.11137,535,48,17195
Missouri,2019,13,5.52656,180,16,3257
Montana,2019,13,1.98854,177,34,8901
Nebraska,2019,13,2.60417,210,47,8064
Nevada,2019,13,2.17391,230,30,10580
New Hampshire,2019,13,1.27466,42,16,3295
New Jersey,2019,13,3.6994,1242,43,33573
New Mexico,2019,13,2.80429,570,48,20326
New York,2019,13,2.7518,1751,137,63631
North Carolina,2019,13,2.46709,2731,156,110697
North Dakota,2019,13,2.01018,79,13,3930
Ohio,2019,13,2.30787,297,38,12869
Oklahoma,2019,13,3.45083,279,23,8085
Oregon,2019,13,2.86383,1040,76,36315
Pennsylvania,2019,13,2.7371,1572,136,57433
Rhode Island,2019,13,3.84165,197,22,5128
South Carolina,2019,13,4.2654,549,24,12871
South Dakota,2019,13,1.39237,233,30,16734
Tennessee,2019,13,1.7878,138,56,7719
Texas,2019,13,4.89506,1411,114,28825
Utah,2019,13,3.41714,704,53,20602
Vermont,2019,13,2.07367,143,17,6896
Virginia,2019,13,4.39267,3995,131,90947
Washington,2019,13,2.33898,138,29,5900
West Virginia,2019,13,2.55559,354,45,13852
Wisconsin,2019,13,2.78141,532,38,19127
Wyoming,2019,13,1.875,57,15,3040
Puerto Rico,2019,13,8.99823,203,5,2256
Virgin Islands,2019,13,1.15274,8,2,694
New York City,2019,13,2.49381,2537,70,101732
Alabama,2019,14,2.55667,952,83,37236
Alaska,2019,14,2.14172,81,17,3782
Arizona,2019,14,3.46239,626,46,18080
Arkansas,2019,14,2.73973,120,13,4380
California,2019,14,2.9268,1329,114,45408
Colorado,2019,14,3.61988,1334,72,36852
Connecticut,2019,14,3.21044,182,18,5669
Delaware,2019,14,0.662495,18,10,2717
District of Columbia,2019,14,0.88734,112,5,12622
Florida,2019,14,X,X,X,X
Georgia,2019,14,3.15629,2421,94,76704
Hawaii,2019,14,3.65927,61,18,1667
Idaho,2019,14,1.05459,17,7,1612
Illinois,2019,14,2.14498,1062,102,49511
Indiana,2019,14,1.94413,103,24,5298
Iowa,2019,14,1.27142,69,20,5427
Kansas,2019,14,1.83292,269,33,14676
Kentucky,2019,14,2.34158,177,30,7559
Louisiana,2019,14,4.03481,2031,96,50337
Maine,2019,14,2.40557,363,54,15090
Maryland,2019,14,1.56726,139,25,8869
Massachusetts,2019,14,2.31118,1202,58,52008
Michigan,2019,14,2.23459,590,85,26403
Minnesota,2019,14,2.41452,161,20,6668
Mississippi,2019,14,3.07604,536,48,17425
Missouri,2019,14,2.84553,112,16,3936
Montana,2019,14,1.23989,115,33,9275
Nebraska,2019,14,2.51489,228,46,9066
Nevada,2019,14,1.85613,193,30,10398
New Hampshire,2019,14,1.54215,45,16,2918
New Jersey,2019,14,3.44312,1129,44,32790
New Mexico,2019,14,2.44283,470,47,19240
New York,2019,14,2.74644,1699,136,61862
North Carolina,2019,14,2.01274,2187,157,108658
North Dakota,2019,14,2.42117,86,11,3552
Ohio,2019,14,1.50488,242,46,16081
Oklahoma,2019,14,2.96936,220,22,7409
Oregon,2019,14,2.02488,726,73,35854
Pennsylvania,2019,14,2.26521,1260,139,55624
Rhode Island,2019,14,3.03283,182,23,6001
South Carolina,2019,14,4.10769,621,25,15118
South Dakota,2019,14,1.21089,202,32,16682
Tennessee,2019,14,2.13681,169,56,7909
Texas,2019,14,4.40566,1232,116,27964
Utah,2019,14,3.27877,637,53,19428
Vermont,2019,14,2.14785,129,16,6006
Virginia,2019,14,3.75011,3277,129,87384
Washington,2019,14,1.46951,80,28,5444
West Virginia,2019,14,2.50876,365,43,14549
Wisconsin,2019,14,2.62624,453,40,17249
Wyoming,2019,14,1.77872,59,15,3317
Puerto Rico,2019,14,7.08661,153,5,2159
Virgin Islands,2019,14,0.682128,5,2,733
New York City,2019,14,2.48797,2471,71,99318
Alabama,2019,15,2.11858,814,85,38422
Alaska,2019,15,1.9492,66,16,3386
Arizona,2019,15,3.30075,591,45,17905
Arkansas,2019,15,1.89971,86,12,4527
California,2019,15,2.40137,1165,112,48514
Colorado,2019,15,3.09372,1224,72,39564
Connecticut,2019,15,3.0027,178,21,5928
Delaware,2019,15,0.35461,10,10,2820
District of Columbia,2019,15,2.10634,309,6,14670
Florida,2019,15,X,X,X,X
Georgia,2019,15,2.71458,2212,94,81486
Hawaii,2019,15,3.96877,61,18,1537
Idaho,2019,15,0.664894,10,7,1504
Illinois,2019,15,2.01384,847,97,42059
Indiana,2019,15,1.88714,103,24,5458
Iowa,2019,15,1.27057,61,18,4801
Kansas,2019,15,1.3807,206,32,14920
Kentucky,2019,15,1.21951,116,32,9512
Louisiana,2019,15,3.49741,1804,95,51581
Maine,2019,15,2.10337,304,53,14453
Maryland,2019,15,1.32481,114,26,8605
Massachusetts,2019,15,2.18194,1146,58,52522
Michigan,2019,15,1.54339,424,84,27472
Minnesota,2019,15,2.16383,140,20,6470
Mississippi,2019,15,2.49986,444,48,17761
Missouri,2019,15,2.32313,88,16,3788
Montana,2019,15,1.13875,103,35,9045
Nebraska,2019,15,2.06493,187,46,9056
Nevada,2019,15,1.40831,146,28,10367
New Hampshire,2019,15,1.11152,30,15,2699
New Jersey,2019,15,3.20178,1053,43,32888
New Mexico,2019,15,2.33604,431,45,18450
New York,2019,15,2.08497,1301,136,62399
North Carolina,2019,15,1.68819,1884,157,111599
North Dakota,2019,15,1.54842,55,12,3552
Ohio,2019,15,1.16037,184,45,15857
Oklahoma,2019,15,1.94451,157,23,8074
Oregon,2019,15,1.36199,467,73,34288
Pennsylvania,2019,15,1.84945,1057,138,57152
Rhode Island,2019,15,3.04048,172,22,5657
South Carolina,2019,15,2.89589,442,25,15263
South Dakota,2019,15,0.870133,120,32,13791
Tennessee,2019,15,1.39579,104,53,7451
Texas,2019,15,3.94129,1152,118,29229
Utah,2019,15,2.35355,411,53,17463
Vermont,2019,15,1.95526,118,16,6035
Virginia,2019,15,2.81666,2511,130,89148
Washington,2019,15,0.857093,49,29,5717
West Virginia,2019,15,1.78032,230,38,12919
Wisconsin,2019,15,2.16513,327,40,15103
Wyoming,2019,15,0.598614,19,15,3174
Puerto Rico,2019,15,8.15032,167,4,2049
Virgin Islands,2019,15,1.33929,9,2,672
New York City,2019,15,2.36254,2196,36,92951
Alabama,2019,16,1.93152,757,85,39192
Alaska,2019,16,3.68146,141,17,3830
Arizona,2019,16,2.92529,482,46,16477
Arkansas,2019,16,1.74842,72,12,4118
California,2019,16,2.27985,1084,102,47547
Colorado,2019,16,2.88854,1117,72,38670
Connecticut,2019,16,3.00541,161,21,5357
Delaware,2019,16,0.225023,5,10,2222
District of Columbia,2019,16,1.44346,198,6,13717
Florida,2019,16,X,X,X,X
Georgia,2019,16,2.35521,1889,96,80205
Hawaii,2019,16,2.28311,35,17,1533
Idaho,2019,16,0.309837,4,7,1291
Illinois,2019,16,1.52327,691,96,45363
Indiana,2019,16,1.93006,101,24,5233
Iowa,2019,16,0.71066,49,19,6895
Kansas,2019,16,1.21729,174,31,14294
Kentucky,2019,16,1.01246,78,28,7704
Louisiana,2019,16,3.08857,1505,95,48728
Maine,2019,16,1.83803,261,52,14200
Maryland,2019,16,1.08735,89,25,8185
Massachusetts,2019,16,1.91586,888,59,46350
Michigan,2019,16,1.47487,385,82,26104
Minnesota,2019,16,2.05529,142,20,6909
Mississippi,2019,16,2.7143,449,47,16542
Missouri,2019,16,1.09264,23,13,2105
Montana,2019,16,0.886171,71,33,8012
Nebraska,2019,16,1.88657,160,46,8481
Nevada,2019,16,1.21473,127,29,10455
New Hampshire,2019,16,0.791367,22,15,2780
New Jersey,2019,16,2.65269,830,43,31289
New Mexico,2019,16,2.12543,405,46,19055
New York,2019,16,1.76591,1027,135,58157
North Carolina,2019,16,1.32881,1366,154,102799
North Dakota,2019,16,1.40389,52,13,3704
Ohio,2019,16,1.13735,170,43,14947
Oklahoma,2019,16,1.81866,138,23,7588
Oregon,2019,16,1.30762,459,73,35102
Pennsylvania,2019,16,1.43752,748,137,52034
Rhode Island,2019,16,2.12182,116,23,5467
South Carolina,2019,16,2.24676,177,25,7878
South Dakota,2019,16,0.962503,144,28,14961
Tennessee,2019,16,1.30034,93,56,7152
Texas,2019,16,3.42261,929,114,27143
Utah,2019,16,2.73766,544,54,19871
Vermont,2019,16,1.62958,104,17,6382
Virginia,2019,16,2.16277,1802,128,83319
Washington,2019,16,0.706952,42,29,5941
West Virginia,2019,16,1.23406,150,41,12155
Wisconsin,2019,16,1.95508,383,41,19590
Wyoming,2019,16,1.02335,32,15,3127
Puerto Rico,2019,16,9.00155,174,4,1933
Virgin Islands,2019,16,0.310078,2,2,645
New York City,2019,16,2.12248,1918,39,90366
Alabama,2019,17,2.12787,865,84,40651
Alaska,2019,17,3.6882,141,17,3823
Arizona,2019,17,2.94821,518,46,17570
Arkansas,2019,17,1.41274,51,8,3610
California,2019,17,2.02365,972,112,48032
Colorado,2019,17,2.61212,1049,72,40159
Connecticut,2019,17,2.31214,116,17,5017
Delaware,2019,17,0.202922,5,10,2464
District of Columbia,2019,17,1.81048,265,6,14637
Florida,2019,17,X,X,X,X
Georgia,2019,17,2.31998,1897,95,81768
Hawaii,2019,17,2.66512,46,18,1726
Idaho,2019,17,0.712589,9,6,1263
Illinois,2019,17,1.30153,562,99,43180
Indiana,2019,17,1.26084,64,24,5076
Iowa,2019,17,0.479528,26,18,5422
Kansas,2019,17,1.04006,155,32,14903
Kentucky,2019,17,0.655145,58,27,8853
Louisiana,2019,17,2.92558,1495,95,51101
Maine,2019,17,1.41302,196,49,13871
Maryland,2019,17,0.73141,54,23,7383
Massachusetts,2019,17,1.40275,700,58,49902
Michigan,2019,17,1.09926,268,79,24380
Minnesota,2019,17,2.32457,160,20,6883
Mississippi,2019,17,2.51548,394,47,15663
Missouri,2019,17,1.06972,29,14,2711
Montana,2019,17,0.852827,70,32,8208
Nebraska,2019,17,1.51636,133,46,8771
Nevada,2019,17,1.20858,120,28,9929
New Hampshire,2019,17,0.612495,15,15,2449
New Jersey,2019,17,2.51062,780,43,31068
New Mexico,2019,17,1.67629,325,46,19388
New York,2019,17,1.26076,753,136,59726
North Carolina,2019,17,1.16504,1222,154,104889
North Dakota,2019,17,0.997151,35,11,3510
Ohio,2019,17,0.860428,113,38,13133
Oklahoma,2019,17,1.46372,116,23,7925
Oregon,2019,17,1.28452,420,73,32697
Pennsylvania,2019,17,1.144,611,137,53409
Rhode Island,2019,17,1.39072,74,23,5321
South Carolina,2019,17,2.06832,307,25,14843
South Dakota,2019,17,0.798122,119,30,14910
Tennessee,2019,17,1.37522,102,53,7417
Texas,2019,17,2.70961,657,98,24247
Utah,2019,17,2.31013,466,54,20172
Vermont,2019,17,0.902778,52,14,5760
Virginia,2019,17,1.77784,1697,144,95453
Washington,2019,17,0.4111,24,29,5838
West Virginia,2019,17,1.49573,168,38,11232
Wisconsin,2019,17,1.38528,261,40,18841
Wyoming,2019,17,0.865513,26,13,3004
Puerto Rico,2019,17,7.41473,150,5,2023
Virgin Islands,2019,17,0.146413,1,2,683
New York City,2019,17,1.80067,1554,35,86301
Alabama,2019,18,1.98559,813,83,40945
Alaska,2019,18,3.57483,150,17,4196
Arizona,2019,18,2.92444,447,46,15285
Arkansas,2019,18,1.54937,59,10,3808
California,2019,18,1.62147,702,92,43294
Colorado,2019,18,2.84653,1149,72,40365
Connecticut,2019,18,1.58698,78,15,4915
Delaware,2019,18,0.11194,3,10,2680
District of Columbia,2019,18,1.81989,252,5,13847
Florida,2019,18,X,X,X,X
Georgia,2019,18,2.15055,1795,97,83467
Hawaii,2019,18,1.85894,34,18,1829
Idaho,2019,18,0.789889,10,5,1266
Illinois,2019,18,1.21592,479,92,39394
Indiana,2019,18,1.55738,76,24,4880
Iowa,2019,18,0.381971,20,17,5236
Kansas,2019,18,0.78591,112,32,14251
Kentucky,2019,18,0.569579,44,24,7725
Louisiana,2019,18,2.49976,1304,96,52165
Maine,2019,18,1.33873,182,49,13595
Maryland,2019,18,0.6238,52,26,8336
Massachusetts,2019,18,1.32288,653,55,49362
Michigan,2019,18,0.952185,231,81,24260
Minnesota,2019,18,2.01849,131,20,6490
Mississippi,2019,18,2.18778,336,45,15358
Missouri,2019,18,0.983248,27,14,2746
Montana,2019,18,0.662583,53,33,7999
Nebraska,2019,18,1.58991,126,43,7925
Nevada,2019,18,1.13994,116,29,10176
New Hampshire,2019,18,0.737463,20,15,2712
New Jersey,2019,18,2.35408,757,43,32157
New Mexico,2019,18,1.49181,275,43,18434
New York,2019,18,1.15328,656,133,56881
North Carolina,2019,18,0.919636,991,155,107760
North Dakota,2019,18,1.08095,43,14,3978
Ohio,2019,18,0.731599,99,40,13532
Oklahoma,2019,18,1.11592,80,21,7169
Oregon,2019,18,1.0602,370,73,34899
Pennsylvania,2019,18,1.06413,566,134,53189
Rhode Island,2019,18,1.18876,66,23,5552
South Carolina,2019,18,1.72918,260,25,15036
South Dakota,2019,18,0.658073,97,29,14740
Tennessee,2019,18,0.995166,70,54,7034
Texas,2019,18,2.55929,722,114,28211
Utah,2019,18,2.42628,469,53,19330
Vermont,2019,18,0.930641,53,14,5695
Virginia,2019,18,1.5815,1522,140,96238
Washington,2019,18,0.555024,29,17,5225
West Virginia,2019,18,0.671463,84,40,12510
Wisconsin,2019,18,1.59846,348,42,21771
Wyoming,2019,18,0.584615,19,14,3250
Puerto Rico,2019,18,6.82046,136,4,1994
Virgin Islands,2019,18,0.647948,6,3,926
New York City,2019,18,1.69427,1523,38,89891
Alabama,2019,19,1.79369,747,82,41646
Alaska,2019,19,2.86315,109,17,3807
Arizona,2019,19,2.18805,360,45,16453
Arkansas,2019,19,1.32743,45,9,3390
California,2019,19,1.8175,771,88,42421
Colorado,2019,19,2.6107,1043,72,39951
Connecticut,2019,19,1.7359,56,13,3226
Delaware,2019,19,0.192901,5,10,2592
District of Columbia,2019,19,1.79616,258,6,14364
Florida,2019,19,X,X,X,X
Georgia,2019,19,2.09765,1660,93,79136
Hawaii,2019,19,2.24888,30,15,1334
Idaho,2019,19,0.774103,11,6,1421
Illinois,2019,19,1.05872,487,94,45999
Indiana,2019,19,1.48075,60,23,4052
Iowa,2019,19,0.548321,24,16,4377
Kansas,2019,19,0.804006,114,32,14179
Kentucky,2019,19,0.7724,60,23,7768
Louisiana,2019,19,2.44035,1210,94,49583
Maine,2019,19,1.0944,155,49,14163
Maryland,2019,19,0.622939,51,24,8187
Massachusetts,2019,19,1.11937,550,55,49135
Michigan,2019,19,0.983866,236,79,23987
Minnesota,2019,19,1.70472,109,21,6394
Mississippi,2019,19,2.00099,323,46,16142
Missouri,2019,19,0.586756,14,15,2386
Montana,2019,19,0.699205,51,32,7294
Nebraska,2019,19,1.55838,130,43,8342
Nevada,2019,19,0.930651,93,29,9993
New Hampshire,2019,19,0.600375,16,15,2665
New Jersey,2019,19,2.14652,683,42,31819
New Mexico,2019,19,1.25413,228,47,18180
New York,2019,19,0.897742,512,130,57032
North Carolina,2019,19,0.772925,766,152,99104
North Dakota,2019,19,0.718804,25,12,3478
Ohio,2019,19,0.638825,80,38,12523
Oklahoma,2019,19,1.02287,72,22,7039
Oregon,2019,19,0.987481,351,71,35545
Pennsylvania,2019,19,0.946908,463,128,48896
Rhode Island,2019,19,0.647989,34,23,5247
South Carolina,2019,19,1.58541,213,24,13435
South Dakota,2019,19,0.651997,104,30,15951
Tennessee,2019,19,0.871826,57,56,6538
Texas,2019,19,2.50535,620,103,24747
Utah,2019,19,2.32142,467,53,20117
Vermont,2019,19,1.04722,55,13,5252
Virginia,2019,19,1.55833,1488,136,95487
Washington,2019,19,0.50958,25,27,4906
West Virginia,2019,19,0.604068,79,40,13078
Wisconsin,2019,19,1.17867,252,40,21380
Wyoming,2019,19,0.261584,7,11,2676
Puerto Rico,2019,19,8.65241,174,6,2011
Virgin Islands,2019,19,0.557414,5,3,897
New York City,2019,19,1.57645,1434,37,90964
Alabama,2019,20,1.62678,656,82,40325
Alaska,2019,20,2.86011,110,17,3846
Arizona,2019,20,2.77778,466,46,16776
Arkansas,2019,20,1.44928,35,9,2415
California,2019,20,1.63414,674,88,41245
Colorado,2019,20,2.58758,1026,72,39651
Connecticut,2019,20,1.43522,37,14,2578
Delaware,2019,20,0.154381,4,10,2591
District of Columbia,2019,20,1.57009,223,6,14203
Florida,2019,20,X,X,X,X
Georgia,2019,20,2.06514,1636,93,79220
Hawaii,2019,20,1.9297,28,15,1451
Idaho,2019,20,0.2149,3,6,1396
Illinois,2019,20,1.04839,445,88,42446
Indiana,2019,20,0.980926,36,21,3670
Iowa,2019,20,0.419199,20,17,4771
Kansas,2019,20,0.833393,116,29,13919
Kentucky,2019,20,0.740635,52,22,7021
Louisiana,2019,20,2.69518,1346,91,49941
Maine,2019,20,1.16729,166,48,14221
Maryland,2019,20,0.625537,51,25,8153
Massachusetts,2019,20,1.2373,599,54,48412
Michigan,2019,20,0.894047,208,81,23265
Minnesota,2019,20,2.31839,135,21,5823
Mississippi,2019,20,2.20033,306,45,13907
Missouri,2019,20,0.640205,15,15,2343
Montana,2019,20,0.830827,58,30,6981
Nebraska,2019,20,1.28423,106,43,8254
Nevada,2019,20,0.92707,90,28,9708
New Hampshire,2019,20,0.751252,18,15,2396
New Jersey,2019,20,2.33124,738,43,31657
New Mexico,2019,20,1.36544,237,45,17357
New York,2019,20,0.834468,374,130,44819
North Carolina,2019,20,0.715614,708,151,98936
North Dakota,2019,20,0.838518,31,12,3697
Ohio,2019,20,0.789361,92,35,11655
Oklahoma,2019,20,0.991205,71,22,7163
Oregon,2019,20,0.920709,317,70,34430
Pennsylvania,2019,20,0.699043,38,47,5436
Rhode Island,2019,20,0.730868,34,23,4652
South Carolina,2019,20,1.40475,187,24,13312
South Dakota,2019,20,0.520999,82,30,15739
Tennessee,2019,20,1.12432,70,54,6226
Texas,2019,20,2.50115,597,105,23869
Utah,2019,20,2.33507,452,53,19357
Vermont,2019,20,1.08485,56,13,5162
Virginia,2019,20,1.61196,1521,138,94357
Washington,2019,20,0.383632,18,27,4692
West Virginia,2019,20,0.60306,67,35,11110
Wisconsin,2019,20,1.47199,308,37,20924
Wyoming,2019,20,0.036523,1,12,2738
Puerto Rico,2019,20,9.87595,207,5,2096
Virgin Islands,2019,20,0.521921,5,3,958
New York City,2019,20,1.60226,1437,37,89686
Alabama,2019,21,1.54696,622,82,40208
Alaska,2019,21,1.43902,59,17,4100
Arizona,2019,21,2.54857,404,46,15852
Arkansas,2019,21,1.19389,25,9,2094
California,2019,21,1.54355,616,79,39908
Colorado,2019,21,2.48874,978,72,39297
Connecticut,2019,21,0.73157,13,10,1777
Delaware,2019,21,0,0,5,1352
District of Columbia,2019,21,1.84905,257,6,13899
Florida,2019,21,X,X,X,X
Georgia,2019,21,1.77316,1407,91,79350
Hawaii,2019,21,2.02752,28,16,1381
Idaho,2019,21,0.197824,2,4,1011
Illinois,2019,21,0.971741,370,80,38076
Indiana,2019,21,1.00705,30,18,2979
Iowa,2019,21,0.56482,21,14,3718
Kansas,2019,21,0.824425,91,22,11038
Kentucky,2019,21,0.360848,24,17,6651
Louisiana,2019,21,2.46874,1234,93,49985
Maine,2019,21,0.949391,124,35,13061
Maryland,2019,21,0.760043,49,18,6447
Massachusetts,2019,21,1.09884,556,47,50599
Michigan,2019,21,0.707322,148,77,20924
Minnesota,2019,21,2.11086,123,22,5827
Mississippi,2019,21,1.8805,265,43,14092
Missouri,2019,21,0.534474,10,15,1871
Montana,2019,21,0.822529,59,31,7173
Nebraska,2019,21,1.43474,113,42,7876
Nevada,2019,21,1.08431,98,27,9038
New Hampshire,2019,21,0.51458,12,15,2332
New Jersey,2019,21,2.19421,698,37,31811
New Mexico,2019,21,1.11085,190,43,17104
New York,2019,21,0.898427,517,129,57545
North Carolina,2019,21,0.715948,729,145,101823
North Dakota,2019,21,1.97568,65,10,3290
Ohio,2019,21,0.670647,82,38,12227
Oklahoma,2019,21,1.21014,63,13,5206
Oregon,2019,21,0.894641,309,70,34539
Pennsylvania,2019,21,0.898087,437,106,48659
Rhode Island,2019,21,0.257732,11,23,4268
South Carolina,2019,21,1.30885,186,24,14211
South Dakota,2019,21,0.708676,111,30,15663
Tennessee,2019,21,0.615764,30,49,4872
Texas,2019,21,2.894,507,66,17519
Utah,2019,21,2.01746,379,53,18786
Vermont,2019,21,0.982511,50,12,5089
Virginia,2019,21,1.52942,1444,135,94415
Washington,2019,21,0.507731,22,12,4333
West Virginia,2019,21,0.56688,47,25,8291
Wisconsin,2019,21,1.16016,241,37,20773
Wyoming,2019,21,0.123203,3,12,2435
Puerto Rico,2019,21,7.25953,160,4,2204
Virgin Islands,2019,21,1.59204,16,4,1005
New York City,2019,21,1.74797,1592,36,91077
Alabama,2019,22,1.37628,549,79,39890
Alaska,2019,22,3.74735,159,17,4243
Arizona,2019,22,2.41008,327,46,13568
Arkansas,2019,22,0.884173,10,6,1131
California,2019,22,1.68956,620,80,36696
Colorado,2019,22,2.12878,769,72,36124
Connecticut,2019,22,0.511073,6,9,1174
Delaware,2019,22,0,0,5,1066
District of Columbia,2019,22,1.6144,192,6,11893
Florida,2019,22,X,X,X,X
Georgia,2019,22,1.74555,1348,91,77225
Hawaii,2019,22,2.35721,26,17,1103
Idaho,2019,22,0.286123,2,3,699
Illinois,2019,22,0.917311,281,78,30633
Indiana,2019,22,1.58215,39,17,2465
Iowa,2019,22,0.512511,17,15,3317
Kansas,2019,22,0.740542,83,21,11208
Kentucky,2019,22,0.471698,29,16,6148
Louisiana,2019,22,2.33239,1155,95,49520
Maine,2019,22,0.957515,119,35,12428
Maryland,2019,22,0.920398,37,13,4020
Massachusetts,2019,22,1.34337,439,33,32679
Michigan,2019,22,0.69211,140,77,20228
Minnesota,2019,22,2.14601,102,21,4753
Mississippi,2019,22,1.93183,314,47,16254
Missouri,2019,22,0.252525,4,14,1584
Montana,2019,22,0.676841,51,32,7535
Nebraska,2019,22,1.36808,105,41,7675
Nevada,2019,22,0.910332,80,28,8788
New Hampshire,2019,22,0.449691,8,15,1779
New Jersey,2019,22,2.28107,746,43,32704
New Mexico,2019,22,1.11503,174,41,15605
New York,2019,22,0.918154,513,129,55873
North Carolina,2019,22,0.706442,707,145,100079
North Dakota,2019,22,1.09403,37,10,3382
Ohio,2019,22,0.680706,64,31,9402
Oklahoma,2019,22,0.663885,35,13,5272
Oregon,2019,22,0.933567,319,70,34170
Pennsylvania,2019,22,0.952553,474,109,49761
Rhode Island,2019,22,0.172961,6,23,3469
South Carolina,2019,22,1.25315,184,24,14683
South Dakota,2019,22,0,0,0,0
Tennessee,2019,22,1.01135,49,51,4845
Texas,2019,22,2.2191,442,99,19918
Utah,2019,22,2.43707,426,53,17480
Vermont,2019,22,0.987167,50,12,5065
Virginia,2019,22,1.45398,1407,138,96769
Washington,2019,22,0.597558,23,9,3849
West Virginia,2019,22,0.522061,31,19,5938
Wisconsin,2019,22,1.20862,245,37,20271
Wyoming,2019,22,0.144718,3,13,2073
Puerto Rico,2019,22,6.61398,159,5,2404
Virgin Islands,2019,22,0,0,3,962
New York City,2019,22,1.70254,1526,35,89631
Alabama,2019,23,1.18038,472,81,39987
Alaska,2019,23,0.643724,26,17,4039
Arizona,2019,23,1.96553,268,45,13635
Arkansas,2019,23,1.59949,25,7,1563
California,2019,23,1.53268,579,76,37777
Colorado,2019,23,2.141,864,72,40355
Connecticut,2019,23,0,0,5,408
Delaware,2019,23,0,0,5,1318
District of Columbia,2019,23,1.71763,232,6,13507
Florida,2019,23,X,X,X,X
Georgia,2019,23,1.39988,1090,92,77864
Hawaii,2019,23,2.38474,30,16,1258
Idaho,2019,23,0.274725,1,2,364
Illinois,2019,23,0.811217,243,76,29955
Indiana,2019,23,1.0058,26,17,2585
Iowa,2019,23,0.318748,11,12,3451
Kansas,2019,23,0.802846,88,20,10961
Kentucky,2019,23,0.310864,19,15,6112
Louisiana,2019,23,2.08541,1006,94,48240
Maine,2019,23,0.843117,107,35,12691
Maryland,2019,23,0.742909,33,15,4442
Massachusetts,2019,23,1.00537,466,43,46351
Michigan,2019,23,0.625625,144,78,23017
Minnesota,2019,23,1.77247,98,21,5529
Mississippi,2019,23,1.40854,224,48,15903
Missouri,2019,23,0.343249,6,14,1748
Montana,2019,23,0.751001,45,26,5992
Nebraska,2019,23,1.09319,82,40,7501
Nevada,2019,23,1.00892,95,28,9416
New Hampshire,2019,23,0.932256,15,13,1609
New Jersey,2019,23,1.98396,631,43,31805
New Mexico,2019,23,0.907921,134,42,14759
New York,2019,23,0.799564,455,126,56906
North Carolina,2019,23,0.624581,587,141,93983
North Dakota,2019,23,1.40274,45,11,3208
Ohio,2019,23,0.774239,88,33,11366
Oklahoma,2019,23,0.495634,21,13,4237
Oregon,2019,23,0.736127,260,70,35320
Pennsylvania,2019,23,0.79739,391,126,49035
Rhode Island,2019,23,0.0529101,2,22,3780
South Carolina,2019,23,1.076,143,24,13290
South Dakota,2019,23,0.66717,106,30,15888
Tennessee,2019,23,0.656325,33,48,5028
Texas,2019,23,2.20845,474,95,21463
Utah,2019,23,2.11268,369,53,17466
Vermont,2019,23,0.907835,46,12,5067
Virginia,2019,23,1.38815,1199,125,86374
Washington,2019,23,0.543607,23,20,4231
West Virginia,2019,23,0.314347,25,19,7953
Wisconsin,2019,23,1.03784,209,38,20138
Wyoming,2019,23,0,0,12,2160
Puerto Rico,2019,23,4.9513,122,5,2464
Virgin Islands,2019,23,0.213904,2,3,935
New York City,2019,23,1.71128,1686,73,98523
Alabama,2019,24,1.01044,387,80,38300
Alaska,2019,24,1.04608,42,17,4015
Arizona,2019,24,1.2532,132,21,10533
Arkansas,2019,24,1.15942,20,8,1725
California,2019,24,1.44924,570,73,39331
Colorado,2019,24,1.75254,701,72,39999
Connecticut,2019,24,0,0,5,439
Delaware,2019,24,0.0762195,1,5,1312
District of Columbia,2019,24,1.41348,186,6,13159
Florida,2019,24,X,X,X,X
Georgia,2019,24,1.32939,957,92,71988
Hawaii,2019,24,1.57593,22,16,1396
Idaho,2019,24,0,0,1,256
Illinois,2019,24,0.715432,272,79,38019
Indiana,2019,24,1.12156,31,17,2764
Iowa,2019,24,0.353453,13,13,3678
Kansas,2019,24,0.808703,84,19,10387
Kentucky,2019,24,0.329218,20,14,6075
Louisiana,2019,24,1.81905,880,93,48377
Maine,2019,24,0.704935,91,35,12909
Maryland,2019,24,0.370209,17,15,4592
Massachusetts,2019,24,0.858033,394,45,45919
